ID,BMI,Stature,DeltaV,CushionStiffness,LapBeltFriction,LoadLimiter,SeatFriction,ShoulderBeltFriction,AirBagInflation,AirBagVenting,Normalized ChestD,FFL,FFR,HIC
213,32.27142857,1.56,31.1,1.744117647,0.69,1.254117647,0.8,0.81,1.235333333,1.176666667,0.020898523,3066.5,4452.6,179.11
214,39.47142857,1.69,49.7,1.982352941,0.26,0.703529412,0.57,0.36,1.235333333,1.228,0.063163571,6328.9,7359.4,920.79
215,24.68571429,1.81,38,1.223529412,0.91,1.268235294,1.94,0.28,1.242666667,1.536,0.02270973,5833.9,7077.4,790.09
216,23.52857143,1.85,41.9,1.514705882,0.67,0.805882353,0.81,0.13,1.242666667,0.824666667,0.023642885,6920.4,8856.9,670.26
217,29.18571429,1.79,26.3,0.605882353,0.76,0.992941176,0.95,0.68,1.25,1.565333333,0.015196061,4432.6,3224.5,364.26
218,21.08571429,1.5,38,0.694117647,0.46,1.169411765,1.44,0.9,1.257333333,1.572666667,0.028095986,1693,468.1,377.64
219,39.34285714,1.68,21.2,1.082352941,0.45,0.841176471,1.85,0.13,1.257333333,1.330666667,0.014712658,3233.2,2819.7,69.917
220,40.88571429,1.6,39.2,1.7,0.57,0.724705882,1.06,0.18,1.257333333,0.971333333,0.045189116,9311.9,10242,452.43
221,38.18571429,1.62,37.7,1.329411765,0.72,1.038823529,0.59,0.56,1.264666667,1.411333333,0.033714144,5070.5,5182.3,253.55
222,42.81428571,1.82,48.2,1.911764706,0.19,0.925882353,1.01,0.55,1.272,0.883333333,0.064515307,7546.4,10164,690.89
223,29.57142857,1.67,22.4,1.832352941,0.71,1.3,1.61,0.16,1.272,0.905333333,0.018276302,2706.8,2396.5,29.502
224,21.72857143,1.83,33.5,0.844117647,0.79,0.752941176,0.83,0.88,1.272,1.213333333,0.019645281,5967.1,7943,299.97
225,43.84285714,1.67,35,1.064705882,1,0.7,1.67,0.77,1.272,0.986,0.032246866,4555.7,5436,109.39
226,21.72857143,1.7,30.2,1.982352941,0.53,0.94,1.22,0.11,1.279333333,1.594666667,0.021763539,3704.9,4582.7,468.76
227,18.64285714,1.51,24.2,1.532352941,0.75,0.82,1.24,0.44,1.279333333,1.154666667,0.019259496,498.54,364.19,100.26
228,25.58571429,1.58,47.6,0.826470588,0.87,0.848235294,2,0.55,1.286666667,1.36,0.023476441,3656.5,3716.9,722.46
229,42.94285714,1.72,49.1,1.011764706,0.67,0.738823529,0.53,0.7,1.301333333,1.543333333,0.073460642,9123.1,9944.2,1480
230,34.32857143,1.56,23.3,0.941176471,0.62,1.137647059,1.38,0.1,1.301333333,1.558,0.016105075,2926.9,2604,108.5
231,24.55714286,1.55,42.5,1.011764706,0.51,1.3,0.91,0.96,1.301333333,0.868666667,0.029153118,2585.6,3392,337.65
232,24.04285714,1.64,36.5,1.364705882,0.19,0.7,0.86,0.45,1.308666667,1.096,0.023236381,3628.8,4394.5,98.869
233,42.55714286,1.54,45.2,1.285294118,0.27,0.752941176,1.5,0.26,1.316,0.92,0.03537172,8029.5,10654,172.75
234,18,1.8,26.6,1.664705882,0.12,1.141176471,1,0.99,1.316,1.14,0.028299681,4840.9,3457.4,226.96
235,36.12857143,1.77,30.5,0.632352941,0.37,1.151764706,1.96,0.27,1.316,0.744,0.021272223,4552.8,3385.8,158.35
236,20.57142857,1.57,35.6,1.911764706,0.9,1.127058824,1.54,0.3,1.323333333,1.015333333,0.03066725,1214.7,374.1,352.33
238,44.74285714,1.64,32,1.302941176,0.1,1.081176471,1.63,0.65,1.330666667,0.832,0.038238889,7118.1,9300.8,352.14
239,41.4,1.79,34.7,0.791176471,0.23,1.292941176,0.67,0.73,1.330666667,1.118,0.033924294,6018.7,6814.8,144.33
240,37.8,1.88,42.8,1.479411765,0.48,1.127058824,1.77,0.86,1.338,0.934666667,0.034133676,7358.5,7241.1,619.81
241,36.38571429,1.87,36.5,0.667647059,0.78,0.812941176,1.26,0.1,1.338,1.345333333,0.042851268,7476.9,8276.7,5.88E+02
242,26.87142857,1.65,26.9,1.602941176,0.85,1.045882353,1.92,0.2,1.338,0.7,0.021757761,2704,2731.2,1.04E+02
243,35.35714286,1.55,47.9,0.923529412,0.71,0.968235294,0.78,0.51,1.338,0.714666667,0.051343017,7899.5,10476,1.34E+03
244,19.92857143,1.61,35,0.897058824,0.55,1.021176471,1.8,1,1.352666667,0.780666667,0.025737825,2498.8,3163.2,174.02
245,32.65714286,1.58,47.6,1.797058824,0.3,1.296470588,1.34,0.41,1.345333333,1.081333333,0.029457714,3915,6115.2,309.15
246,43.71428571,1.72,29.9,0.535294118,0.88,1.031764706,1.35,0.24,1.352666667,1.47,0.03586055,6093.9,4763.3,173.34
247,36.64285714,1.54,46.4,1.444117647,0.83,1.067058824,1.98,0.36,1.367333333,1.624,0.04627344,7524.4,9899.1,627.61
248,28.92857143,1.73,48.2,1.964705882,0.51,0.795294118,1.49,0.99,1.36,1.125333333,0.029076286,5543.2,7285.7,317.42
249,40.62857143,1.6,32.6,0.614705882,0.81,1.081176471,0.64,0.83,1.367333333,1.748666667,0.052251185,7166.9,7955.3,290.86
251,22.5,1.69,20.9,0.817647059,1,1.038823529,0.89,0.66,1.374666667,0.890666667,0.019322506,3643.2,5358.9,54.634
252,22.24285714,1.84,41.9,1.629411765,0.82,0.989411765,1.73,0.63,1.374666667,1.323333333,0.021299854,6492,6994.8,1187.9
253,35.48571429,1.53,25.7,0.597058824,0.65,0.805882353,1.68,1,1.382,1.477333333,0.01678478,3998.3,4686,22.117
254,19.54285714,1.7,49.1,1.197058824,0.77,0.862352941,1.6,0.81,1.382,0.912666667,0.019176052,3757.1,5398.5,263.43
255,30.08571429,1.77,41.3,0.8,0.21,0.767058824,1.3,0.93,1.389333333,1.631333333,0.04636336,5878.2,5455.1,651.35
256,33.17142857,1.8,24.2,1.373529412,0.31,1,1.4,0.83,1.389333333,1.352666667,0.016786967,4316.9,4376.6,112.97
257,28.41428571,1.81,50,0.623529412,0.93,0.954117647,1.91,0.5,1.404,0.949333333,0.040058542,5826.5,8620,365.81
258,42.42857143,1.6,27.5,0.729411765,0.15,1.162352941,1.6,0.96,1.396666667,1.272,0.037499,6413,7885.7,78.62
259,44.22857143,1.71,38,1.964705882,0.58,1.158823529,0.6,0.46,1.404,0.846666667,0.03567857,6985.4,7539.5,129.03
261,33.55714286,1.89,47.9,1.532352941,0.7,0.781176471,1.06,0.61,1.411333333,1.69,0.052902779,8085,8816.9,3877.8
262,25.07142857,1.5,28.4,1.188235294,0.32,0.929411765,1.13,0.58,1.418666667,0.846666667,0.016714866,3558.9,1742.8,261.56
263,25.45714286,1.72,32.3,0.702941176,0.91,0.82,0.53,0.36,1.418666667,0.714666667,0.017459556,4385,6717.6,196.47
264,31.24285714,1.65,28.7,0.747058824,0.53,0.724705882,1.45,0.69,1.426,1.037333333,0.019839128,3838.1,4365.2,57.274
265,26.48571429,1.74,20.3,1.064705882,0.28,0.777647059,1.72,0.87,1.433333333,0.744,0.01420179,3859.5,3758.6,67.68
266,32.52857143,1.7,22.1,1.320588235,0.97,1.172941176,1.96,0.57,1.433333333,1.110666667,0.019084926,3491.2,3957.1,44.733
267,22.62857143,1.62,24.8,1.929411765,0.29,1.056470588,0.73,0.38,1.433333333,1.162,0.022420282,2380.6,2413.8,93.081
268,35.1,1.59,35,1.602941176,0.2,0.869411765,1.28,0.25,1.440666667,1.440666667,0.036877287,4999.6,5538.7,121.94
269,34.58571429,1.76,48.8,1.902941176,0.59,0.968235294,1.79,0.17,1.448,1.653333333,0.058840021,7073.9,9746.5,1227.6
270,35.61428571,1.7,20,0.976470588,0.36,1.250588235,0.95,0.23,1.448,1.198666667,0.016494585,3622.3,2815.2,25.99
271,40.11428571,1.8,38.9,1.470588235,0.99,0.901176471,1.99,0.92,1.448,1.455333333,0.042480727,6873.3,8090.4,449.14
272,23.01428571,1.9,34.7,1.144117647,0.85,1.158823529,1.16,0.19,1.448,1.602,0.021726667,5444.5,6470.4,556.91
273,42.42857143,1.74,47.6,1.1,0.8,1.254117647,1.41,0.48,1.455333333,1.785333333,0.0623046,7406.9,8673.2,887.14
274,43.71428571,1.87,49.1,1.408823529,0.44,1,0.8,0.34,1.455333333,1.059333333,0.054498113,9068.2,10864,528.12
275,26.35714286,1.53,28.1,1.558823529,0.9,0.774117647,0.6,0.78,1.462666667,1.631333333,0.014317557,2739.2,3209.7,241.15
276,27.9,1.78,38.6,0.861764706,0.37,0.883529412,0.92,0.82,1.462666667,0.964,0.020371311,7127.1,4647.5,115.43
277,32.14285714,1.85,49.7,0.508823529,0.4,1.127058824,1.15,0.65,1.47,1.382,0.060975755,7379.6,8890.7,1129.5
278,28.54285714,1.84,24.5,1.188235294,0.45,1.275294118,1.83,0.77,1.477333333,1.044666667,0.024760524,5026.6,5151.3,130.07
279,37.92857143,1.63,32.3,1.126470588,0.62,1.232941176,1.94,0.99,1.484666667,1.646,0.018880498,3779.5,4315.2,281.19
280,23.27142857,1.51,49.7,1.841176471,0.15,1.144705882,1.66,0.56,1.477333333,1.726666667,0.01552859,2397.4,1796.3,737.62
281,32.4,1.83,29,1.726470588,0.1,0.950588235,0.83,0.46,1.484666667,1.785333333,0.027484855,6431.7,5383.6,270.79
282,36,1.67,20.6,1.541176471,0.13,0.703529412,1.17,1,1.492,1.734,0.012996452,3176.7,3760.7,114.37
283,30.6,1.52,36.2,0.544117647,0.7,0.957647059,1.18,0.91,1.492,1.081333333,0.020166612,4675.8,5959.3,199.58
284,37.28571429,1.55,33.8,1.894117647,0.83,0.834117647,0.5,0.19,1.492,1.294,0.046076589,5948.3,6860.8,110.05
285,19.28571429,1.59,30.5,0.526470588,0.32,0.76,1.33,0.47,1.499333333,1.756,0.023872982,2793.3,2220,251.35
286,18.64285714,1.9,45.8,1.867647059,0.13,0.855294118,1.39,0.21,1.506666667,0.971333333,0.027418241,6472.8,9541.7,841.45
287,42.3,1.86,28.7,1.647058824,0.64,0.742352941,0.97,0.91,1.506666667,1.330666667,0.023253304,6179.5,7792.3,121.44
288,19.8,1.73,21.5,1.955882353,0.82,0.717647059,0.92,0.42,1.514,1.528666667,0.017430733,3715.8,4439.4,113.37
289,44.35714286,1.85,23.9,0.755882353,0.32,0.901176471,1.09,0.11,1.514,1.125333333,0.016525487,5869.4,6611.2,77.743
291,28.15714286,1.59,26.3,1.320588235,0.58,1.088235294,1.67,0.34,1.528666667,1.668,0.02145097,2267.4,2242.1,264.16
292,25.71428571,1.77,37.1,1.814705882,0.87,0.982352941,1.09,0.99,1.528666667,1.748666667,0.017151029,5983,6474,586.96
293,43.97142857,1.56,20,1.276470588,0.34,0.805882353,0.58,0.69,1.528666667,1.345333333,0.024797222,4847,4436.7,35.866
295,37.54285714,1.67,43.7,0.605882353,0.65,0.869411765,0.56,0.47,1.536,1.044666667,0.03617392,6368.2,6385.5,173.29
296,30.47142857,1.76,26.6,1.991176471,0.4,0.752941176,0.51,0.74,1.543333333,0.817333333,0.017777499,4664.1,3799.8,40.685
297,23.52857143,1.67,29.3,0.508823529,0.16,0.957647059,1.47,0.28,1.543333333,0.795333333,0.023914529,3683.9,4743.9,102.05
298,18.77142857,1.89,31.7,1.338235294,0.38,1.271764706,0.82,0.48,1.550666667,1.433333333,0.030149191,5549.4,6382.6,428.05
299,32.14285714,1.51,37.1,0.791176471,0.93,1.296470588,1.48,0.53,1.550666667,0.707333333,0.011340522,4921.2,5799.1,128.19
300,41.4,1.88,43.4,1.744117647,0.9,1.081176471,1.24,0.55,1.558,1.492,0.043880375,7694,10290,1003.3
301,22.62857143,1.6,40.7,1.276470588,0.75,0.721176471,1.87,0.76,1.558,1.616666667,0.019903496,2464.7,2436.9,412.51
302,36.51428571,1.5,40.4,1.717647059,0.4,1.211764706,0.91,0.43,1.565333333,1.008,0.028293518,6838.1,8066.8,239.87
303,18.38571429,1.58,39.5,0.667647059,0.95,0.908235294,1.36,0.97,1.565333333,0.934666667,0.03301734,2658.9,2255.1,251.08
304,40.5,1.84,38,0.535294118,0.11,0.985882353,1.02,0.86,1.572666667,0.714666667,0.043580679,6393.3,7939,391.98
306,19.54285714,1.68,40.7,1.655882353,0.61,0.922352941,0.78,0.23,1.58,1.272,0.022858362,3688.1,4819.9,244.29
307,40.75714286,1.69,23.3,1.964705882,0.68,1.261176471,1.86,0.61,1.58,1.587333333,0.016268643,3441.1,3732.1,115.48
308,23.91428571,1.52,48.8,1.461764706,0.92,1.021176471,1.3,0.69,1.58,1.110666667,0.025173084,4216.6,2425.7,522.97
309,36.9,1.9,20.9,1.047058824,0.73,1.12,1.59,0.76,1.587333333,1.279333333,0.018040877,4480.5,5968.5,65.733
310,32.14285714,1.6,23,0.994117647,0.77,0.918823529,1,0.36,1.594666667,1.022666667,0.018980383,2898.5,2933.9,56.805
311,43.45714286,1.54,41.3,0.808823529,0.37,1.014117647,1.92,0.65,1.594666667,1.543333333,0.05296601,8435,11315,137.45
312,27.64285714,1.73,27.8,1.161764706,0.99,0.858823529,1.79,0.51,1.594666667,1.257333333,0.018946624,3758.1,4590.2,81.805
313,42.94285714,1.54,22.4,1.488235294,1,1.112941176,0.68,0.8,1.602,0.766,0.020035986,4692.7,4492.6,95.95
314,44.87142857,1.82,41.6,0.941176471,0.47,0.947058824,1.21,0.3,1.609333333,0.773333333,0.053287045,7278.2,8009,427.17
315,36.64285714,1.67,35.9,1.594117647,0.98,1.183529412,1.41,0.82,1.609333333,1.675333333,0.022551928,5107.3,5930.8,246
316,37.8,1.8,45.5,0.888235294,0.66,1.158823529,1.1,0.69,1.624,1.8,0.057002122,7538.3,7393.1,837.06
317,24.04285714,1.8,36.8,0.685294118,0.55,0.798823529,1.58,0.56,1.624,0.883333333,0.01968855,5887.7,6775.3,262.1
318,44.87142857,1.61,33.2,1.655882353,0.29,1.282352941,1.08,0.59,1.624,1.506666667,0.050214182,7858,9775.7,116.83
319,37.92857143,1.56,20.6,0.694117647,0.12,1.24,1.66,0.33,1.631333333,1.000666667,0.015591041,3677.2,3485.1,64.505
320,38.57142857,1.8,24.8,1.717647059,0.73,0.777647059,0.74,0.14,1.631333333,1.081333333,0.017019596,5186.5,3835.8,39.014
321,27.38571429,1.53,45.8,1.241176471,0.43,1.052941176,0.87,0.84,1.638666667,1.455333333,0.01826428,3444.8,4749.3,546.09
322,24.3,1.59,44.6,0.879411765,0.26,1.176470588,1.86,0.31,1.646,0.722,0.025929259,2555.2,2658.7,197.01
323,26.1,1.71,33.8,1.285294118,0.3,1.028235294,0.61,0.17,1.646,0.912666667,0.022740705,4588.4,6102,86.284
324,19.8,1.66,26.9,0.817647059,0.22,1.12,1.55,0.53,1.653333333,1.616666667,0.019698202,2938.7,3862.2,474.56
325,18.38571429,1.73,41.3,1.7,0.94,1.215294118,1.7,0.16,1.653333333,1.726666667,0.023920897,4690.8,6484.8,709.89
326,38.44285714,1.73,45.5,0.667647059,0.19,0.975294118,0.77,0.28,1.660666667,1.396666667,0.051852871,6225.8,6873.4,385.48
327,41.91428571,1.7,40.1,1.664705882,0.73,0.996470588,1.97,0.74,1.660666667,0.824666667,0.0297824,5296.5,6685.7,101.19
328,22.24285714,1.88,26.6,1.117647059,0.27,0.703529412,1.22,0.94,1.660666667,1.374666667,0.013545526,5972.5,7915.5,100.28
329,39.6,1.56,39.8,1.752941176,0.26,0.918823529,1.46,0.12,1.668,1.631333333,0.05101145,7748.3,8655.8,868.16
331,34.58571429,1.63,34.1,1.011764706,0.91,1.102352941,1.74,0.44,1.675333333,1.338,0.025594321,3677,4623.5,152.48
332,33.94285714,1.71,47.3,0.720588235,0.84,1.229411765,1.15,0.1,1.682666667,0.744,0.030474045,5631.5,6766.3,195.98
333,26.74285714,1.87,31.1,1.479411765,0.6,0.883529412,1.53,0.16,1.682666667,1.14,0.020624109,6171.8,6549.3,139.36
334,31.5,1.69,38.3,0.932352941,0.51,0.812941176,1.92,0.88,1.682666667,1.8,0.012545628,4763.7,5828.5,165.09
335,41.65714286,1.85,29.3,1.885294118,0.24,1.183529412,1.73,0.29,1.69,1.198666667,0.019902607,5742.7,6167.5,84.831
336,19.28571429,1.87,36.5,1.002941176,0.12,1.007058824,1.86,0.67,1.697333333,1.022666667,0.025225821,5722.1,5779.1,228.35
337,44.48571429,1.57,31.7,1.082352941,0.64,1.148235294,1.14,0.25,1.697333333,0.942,0.038573672,6809.6,7813.3,124.35
338,29.82857143,1.82,30.2,1.267647059,0.8,1.3,1.27,0.8,1.697333333,1.404,0.023850533,5300.7,6489.9,181.28
339,29.31428571,1.51,28.1,0.967647059,0.39,1.123529412,1.7,0.98,1.712,0.986,0.020765412,3634,3700.3,171.96
340,29.95714286,1.5,35.3,1.947058824,0.72,0.855294118,0.99,0.49,1.712,1.653333333,0.03337803,4018.8,5423.2,450.79
341,42.17142857,1.68,44.6,1.4,0.5,1.130588235,0.63,0.54,1.712,1.719333333,0.05659337,6651.6,7578.9,473.95
342,34.71428571,1.51,42.8,1.152941176,0.8,1.007058824,0.51,0.33,1.719333333,0.890666667,0.02073903,6197,7457.9,322.86
343,43.97142857,1.77,21.8,0.632352941,0.9,1.218823529,0.79,0.92,1.719333333,1.228,0.014964978,5995.7,4809,44.779
344,21.47142857,1.76,28.7,1.408823529,0.18,0.943529412,0.53,0.89,1.719333333,1.052,0.02388817,5194.5,5948.4,74.96
345,40.11428571,1.72,25.7,0.844117647,0.43,1.289411765,1.43,0.39,1.726666667,1.301333333,0.018916715,4179.5,3661,53.307
346,27,1.85,46.4,1.038235294,0.82,0.844705882,1.07,0.73,1.726666667,0.854,0.030878098,6782.2,8667,368.92
347,25.2,1.59,43.4,1.391176471,1,0.763529412,1.46,0.94,1.734,1.301333333,0.025223574,3277.2,3434.1,267.21
348,32.01428571,1.79,32.9,1.1,0.59,0.982352941,0.71,0.62,1.741333333,0.766,0.0209174,5893,6436.6,265.94
349,20.31428571,1.83,34.1,1.4,0.63,0.791764706,0.94,0.32,1.748666667,1.741333333,0.019823602,4440.3,6678,479.03
350,37.02857143,1.81,35.9,2,0.49,1.077647059,1.91,0.4,1.756,1.389333333,0.027219423,5287.8,5218.9,163.67
351,29.44285714,1.65,43.7,1.523529412,0.22,1.243529412,0.72,0.76,1.756,1.022666667,0.027749367,4574.6,5687.3,228.66
352,39.08571429,1.63,46.7,0.870588235,0.94,0.735294118,0.92,0.33,1.756,1.154666667,0.037738001,5516.1,6077.6,291.86
353,36,1.79,29.3,1.452941176,0.99,1.049411765,1.02,0.12,1.763333333,0.956666667,0.018921884,5212.9,3586,57.839
354,21.98571429,1.74,47,0.544117647,0.3,0.897647059,1.6,0.13,1.756,1.484666667,0.029259144,5188.9,7217.3,552.27
355,31.24285714,1.89,38.3,1.682352941,0.43,0.908235294,1.31,0.44,1.770666667,0.802666667,0.025330663,7431.9,7562.3,641.65
356,43.32857143,1.63,25.1,1.558823529,0.62,0.968235294,1.19,0.67,1.770666667,1.242666667,0.022442695,5113.9,5822.8,36.005
357,18.25714286,1.57,47,1.223529412,0.51,1.225882353,1.89,0.63,1.770666667,1.132666667,0.029486451,2006.4,1096.6,499.05
358,35.22857143,1.57,22.7,1.364705882,0.86,1.271764706,0.88,0.72,1.778,1.646,0.016947331,2793.4,3147.6,356.81
359,36.51428571,1.77,40.1,1.108823529,0.18,0.717647059,1.65,0.22,1.778,0.868666667,0.034497322,6004.5,4861.5,110.4
360,23.78571429,1.84,39.2,0.914705882,0.34,1.208235294,0.64,0.52,1.785333333,1.220666667,0.02677939,7195.9,7354.3,287.18
361,26.48571429,1.65,49.7,1.761764706,0.77,0.901176471,1.14,0.31,1.785333333,1.536,0.029540183,4211.5,5470.6,532.69
362,24.94285714,1.76,25.1,1.232352941,0.39,0.805882353,1.81,0.15,1.785333333,1.778,0.017464554,4162.2,4597.1,41.181
363,41.91428571,1.55,29.6,1.258823529,0.15,0.890588235,0.95,0.37,1.792666667,1.484666667,0.041507756,6208.9,7278.5,117.46
364,23.52857143,1.89,29.9,1.585294118,0.55,1.038823529,1.98,0.71,1.792666667,1.528666667,0.020168677,5192.8,7168.4,247.73
365,23.01428571,1.64,24.5,1.735294118,0.91,1.229411765,1.65,0.89,1.792666667,0.956666667,0.02088784,2147.2,2854.9,50.923
366,27.12857143,1.53,34.4,1.302941176,0.74,1.247058824,1.39,0.38,1.8,1.059333333,0.027557904,2743.2,2904.7,335.28
367,25.58571429,1.73,44,0.747058824,0.68,1.074117647,1.37,0.82,1.8,1.587333333,0.017603812,4828.5,6737.4,456.05
